,reaction_name,reaction_count,reaction_users_count,message,user_id,channel
275,pray,2,"U03UVHCV6KB,U03UG32J3PC",Please make the afternoon tutorial available as soon as possible. I was having connection issues and wasn't able to hear clearly <@U03TEPYRM2P> :pray:,U03UG4Q7V42,Allchannells
276,raised_hands,1,U03UG4Q7V42,It will be uploaded as soon as possible. I gat you!,U03TEPYRM2P,Allchannells
277,raised_hands,1,U03UJKJGRAQ,I'm thinking to go like this:,U03UD68RQH3,Allchannells
278,white_check_mark,1,U03V8LHPDME,I just saw that there's a list of sample repos at the end of the doc.,U03V785NLSU,Allchannells
279,broken_heart,1,U03V6HMRPGQ,"I am really sorry I could not help <@U03V6HMRPGQ>, today was really a bad day for me. But I see you have found what you was looking for.",U03UVHCV6KB,Allchannells
280,white_check_mark,1,U03V6HMRPGQ,"yes, Ubuntu offer a desktop so that it's quite easy if you come from wndows",U03UH397319,Allchannells
281,white_check_mark,1,U03V6HMRPGQ,"And if you have a low performance computer there is an OS called Parrot OS Home, It is really lite and I have used it for over 3 years. And have an equivalent or more performance than the other distros",U03UUR571A5,Allchannells
282,raised_hands,1,U03UJKJGRAQ,<@U03UJKJGRAQ> yeah instead of changing your OS... it's a smooth transition... but not as performant,U03UD68RQH3,Allchannells
283,white_check_mark,2,"U03UD68RQH3,U03UJKJGRAQ","If you need an ubuntu urgently I suggest you try WSL, the programs we are using are CPU intensive and choosing from virtual or WSL, WSL works better.",U03UUR571A5,Allchannells
284,raised_hands,1,U03UUR571A5,Ok .. thank you <@U03UUR571A5>,U03UJKJGRAQ,Allchannells
285,smiling_face_with_tear,1,U03UJGRN5E0,"Every time I run airflow command my laptop read it like :
`Docker-compose` `kill` `me` ",U03V6HMRPGQ,Allchannells
286,joy,4,"U03V61VGQG0,U03UG4Q7V42,U03UD68RQH3,U03UJGP0C68","Every time I run airflow command my laptop read it like :
`Docker-compose` `kill` `me` ",U03V6HMRPGQ,Allchannells
287,1,1,U03V6HMRPGQ,lol check if there are other containers that are running. I do `d*ocker container kill $(docker ps -q)*` before i run a new one. It kills all the containers that are up in the background.,U03UG4Q7V42,Allchannells
288,raised_hands,2,"U03UVHCV6KB,U03UG4Q7V42",I asked for help from my fellow meow developer :joy:it is using tunaflow insted of air and it working well:joy:,U03V6HMRPGQ,Allchannells
289,joy,6,"U03UD5B7C3X,U03UD68RQH3,U03UUR571A5,U03U1FNPEUX,U03V61VGQG0,U03UJN29Y4C",I asked for help from my fellow meow developer :joy:it is using tunaflow insted of air and it working well:joy:,U03V6HMRPGQ,Allchannells
290,white_check_mark,1,U03U1HAG9TR,<https://marketplace.visualstudio.com/items?itemName=ms-vscode-remote.remote-ssh>,U03UD68RQH3,Allchannells
291,raised_hands,1,U03UD68RQH3,I uninstalled the docker desktop app and installed it using brew after installing Posgresql. Now everything is working after 2 days of  sleepless night,U03UG1Z21JP,Allchannells
292,white_check_mark,1,U03UG1Z21JP,Dont know much about mac but maybe this could help. <https://timeflow.academy/dbt/labs/configuring-dbt-profiles>,U03U9DB7REG,Allchannells
293,heart,1,U03V6HMRPGQ,"<@U03V6HMRPGQ> u use  ssh for operating network services securely over an unsecured network. it's like  your credential for logging into your remote machine to do command-line execution. so 10Academy uses your ssh public key to give you access to aws ec2 instance... and you use your ssh private key to access it. since the instance (i.e. your powerful remote machine) knows your public key, you can connect to it using ur private key (pub + priv = conn :handshake:)",U03UD68RQH3,Allchannells
294,raised_hands,7,"U03UFV7HFNF,U03UD68RQH3,U03UJKJGRAQ,U03UG1Z21JP,U03U1FNPEUX,U03UJN29Y4C,U03UG5VFN03","Eureka! Finally after a lot of tries I managed to get airflow work with dbt <@U03UD68RQH3> The trick is to add custom dependencies to your docker image
1. comment the `image` from docker-compose.yml
2. uncomment `build .`
3. add a `Dockerfile`  in the same directory as your docker-compose.yml file
    a. contents of Dockerfile should look like this
```FROM apache/airflow:2.2.0
COPY requirements.txt .
RUN pip install -r requirements.txt```
4. add a requirement.txt that should contain `dbt==0.15`  I am not sure why other versions don't work, so use 0.15
5. place `profiles.yml`  in the dbt folder, also remove  `('seed-paths', 'model-paths', 'config-version')` tags from dbt-project.yml
6. use bash operator to run dbt commands
N.B. you shall use it as follows `dbt run --project-dir {DBT_PROJECT_DIR} --profiles-dir ../`
where `DBT_PROJECT_DIR` is your dbt directory in relative to the docker airflow container
mine was `DBT_PROJECT_DIR = ""../../opt/dbt/&lt;dbt project name&gt;""` 

hope it will work for you guys",U03UJGP0C68,Allchannells
295,raised_hands,1,U03UD68RQH3,"<@U03UD68RQH3> I just changed the host to `postgres`  password, username and db to `airflow` and voila it's working
thanks for pointing that out",U03UJGP0C68,Allchannells
296,eyes,3,"U03UVHCV6KB,U03UG4Q7V42,U03UG32J3PC","there is a platform called railway.
<https://railway.app/>",U03UUR571A5,Allchannells
297,white_check_mark,1,U03UVHCV6KB,Yes there might be limits to it but its freee,U03UUR571A5,Allchannells
298,white_check_mark,1,U03UUR571A5,Thank you <@U03UUR571A5> i will give it a go,U03UG4Q7V42,Allchannells
299,raised_hands,1,U03UG32J3PC,okay thank you so much <@U03UG32J3PC>,U03V6HMRPGQ,Allchannells
300,raised_hands,15,"U03UG32J3PC,U03V61VGQG0,U03UG0YHAUT,U03UJGRN5E0,U03UJGP0C68,U03UFV7HFNF,U03U9EJR362,U03U1FNPEUX,U03UD4FEDHB,U03UJN29Y4C,U03UG5VFN03,U03UAKATQ22,U03UHB8CXDY,U03UVHCV6KB,U03U1J51VFZ","Welcome to week6 everyone. By Friday, we’ll be half way! Let’s approach the week with full energy :battery::battery:",U03TEPYRM2P,Allchannells
301,1,1,U03UUMR26Q1,"Welcome to week6 everyone. By Friday, we’ll be half way! Let’s approach the week with full energy :battery::battery:",U03TEPYRM2P,Allchannells
302,raised_hands::skin-tone-4,1,U03UG4Q7V42,"Welcome to week6 everyone. By Friday, we’ll be half way! Let’s approach the week with full energy :battery::battery:",U03TEPYRM2P,Allchannells
303,eyes,1,U03UVHCV6KB,"Follow this guide get you started on the environment set up.
<https://developer.algorand.org/docs/get-started/devenv/>
<https://github.com/algorand/sandbox>",U03U9DB7REG,Allchannells
304,raised_hands,6,"U03U9EJR362,U03UG5VFN03,U03UFV7HFNF,U03UG0YHAUT,U03UH397319,U03UHB8CXDY","Follow this guide get you started on the environment set up.
<https://developer.algorand.org/docs/get-started/devenv/>
<https://github.com/algorand/sandbox>",U03U9DB7REG,Allchannells
305,raised_hands::skin-tone-4,1,U03UG4Q7V42,"Follow this guide get you started on the environment set up.
<https://developer.algorand.org/docs/get-started/devenv/>
<https://github.com/algorand/sandbox>",U03U9DB7REG,Allchannells
306,raised_hands,3,"U03UG5VFN03,U03UG0YHAUT,U03UH397319","When you are done with the setup. You can get familiarized with Algorand by making your first transaction.

If you prefer JavaScript follow this guide: <https://developer.algorand.org/docs/sdks/javascript/>
If you prefer Python follow this guide: <https://developer.algorand.org/docs/sdks/python/>",U03U9DB7REG,Allchannells
307,raised_hands::skin-tone-4,1,U03UG4Q7V42,I had the same problem and `./sandbox dev up` worked for me,U03UVHCV6KB,Allchannells
308,1,2,"U03U9DB7REG,U03UJN29Y4C",<@U03U9DB7REG> i think it worked. This is what i got when i ran ./sandbox test,U03UG4Q7V42,Allchannells
309,white_check_mark,1,U03UVHCV6KB,"Yes, you need to also provide the token and address parameter when initializing it.",U03UKL27B0R,Allchannells
310,white_check_mark,1,U03UVHCV6KB,"If you have successfully started the sandbox, the network will be setup. You just need to connect to it.",U03UKL27B0R,Allchannells
311,1,1,U03UD68RQH3,thanks <@U03UD68RQH3>,U03UJH1EQQL,Allchannells
312,white_check_mark,2,"U03UUR571A5,U03UVHCV6KB","I used
```sudo rm /usr/local/bin/docker-compose```
 It seems to be working now.

Thanks <@U03U9DB7REG> , <@U03UVHCV6KB> and <@U03UUR571A5>",U03V61VGQG0,Allchannells
313,eyes,1,U03UVHCV6KB,Try to create a wallet and it will give you a menmonic key. From that key get the public and private address and try to go over the previous steps.,U03UKL27B0R,Allchannells
314,white_check_mark,1,U03UG1Z21JP,Follow this guide for the set up,U03UJN29Y4C,Allchannells
315,1,1,U03UKL27B0R,I think it's working now,U03UH397319,Allchannells
316,eyes,1,U03U9DB7REG,The end of the session? I've started sleeping,U03UH397319,Allchannells
317,raised_hands,1,U03UG5VFN03,I am soo late but I have fully switched to linux ubuntu,U03V6HMRPGQ,Allchannells
318,1,1,U03U9DB7REG,I am soo late but I have fully switched to linux ubuntu,U03V6HMRPGQ,Allchannells
319,heart,1,U03V6HMRPGQ,by using this guide and installing sandbox I guess,U03UVHCV6KB,Allchannells
320,heart,1,U03V6HMRPGQ,<https://10academybatch6.slack.com/archives/C044HA7UXS4/p1664191096963859>,U03V785NLSU,Allchannells
321,100,1,U03U9DB7REG,and in dev you will find accounts with pre funded algos. you can work on them,U03V61VGQG0,Allchannells
322,white_check_mark,1,U03UVHCV6KB,"`algod_address = ""<http://localhost:4001>""`
    `algod_token = ""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""`
these are the arguments right? <@U03UVHCV6KB>",U03UFV7HFNF,Allchannells
323,raised_hands,4,"U03UUR571A5,U03UFV7HFNF,U03V61VGQG0,U03UJGP0C68","Submodule is the git feature allowing a repository to include another repository, with control on the branch of shared repository that is considered by the host repository. In order to, for your own application, to create a submodule associating the shared repository's main branch, do the following:
```git submodule add -b main [URL to Git repo] 
git submodule init```
# Now you can do
```git add .
git commit -m ""folder is now a reusable result""
git push```",U03UD68RQH3,Allchannells
324,raised_hands::skin-tone-4,1,U03UG4Q7V42,"Submodule is the git feature allowing a repository to include another repository, with control on the branch of shared repository that is considered by the host repository. In order to, for your own application, to create a submodule associating the shared repository's main branch, do the following:
```git submodule add -b main [URL to Git repo] 
git submodule init```
# Now you can do
```git add .
git commit -m ""folder is now a reusable result""
git push```",U03UD68RQH3,Allchannells
325,1,1,U03UKL27B0R,Ok thanks <@U03UKL27B0R> ,U03V61VGQG0,Allchannells
326,1,1,U03UKL27B0R,"it seems that is working now, let it finish and I will keep you with the update",U03V6HMRPGQ,Allchannells
327,white_check_mark,1,U03V6HMRPGQ,"It's best to use the purestake api at this point, We have covered it on yesterday's session.",U03UKL27B0R,Allchannells
328,white_check_mark,1,U03UVHCV6KB,"After creating NFT(the asset), I could draw the Asset ID and Asset Txn but is that all...so at this point the unique certificate is generated right? What could be the next step? How could the trainee optin? Any idea?",U03UJGP0C68,Allchannells
329,white_check_mark,1,U03UUR571A5,"alright, thanks <@U03UUR571A5>",U03UJGP0C68,Allchannells
330,raised_hands,1,U03UVHCV6KB,"I want to know what is the best way to set up things so that I don't need to enter a Personal Access Token every time I do `git push`.
I don't remember how I did it on win OS. The link provided confused me:
<https://docs.github.com/en/get-started/getting-started-with-git/about-remote-repositories#cloning-with-https-urls>",U03UJKJGRAQ,Allchannells
331,heavy_check_mark,2,"U03UJKJGRAQ,U03UD68RQH3",<https://docs.github.com/en/authentication/connecting-to-github-with-ssh/about-ssh>,U03UKL27B0R,Allchannells
332,raised_hands,1,U03UVHCV6KB,<@U03UKL27B0R> I ended up using Git Credential Manager as described in <https://docs.github.com/en/get-started/getting-started-with-git/caching-your-github-credentials-in-git>,U03UJKJGRAQ,Allchannells
333,white_check_mark,3,"U03UG1Z21JP,U03UG4Q7V42,U03UD68RQH3","<!channel>
This is a really good thread, better to take a look at all the messages written in this thread!
<https://10academybatch6.slack.com/archives/C044HA7UXS4/p1664433752381399>",U03UVHCV6KB,Allchannells
334,white_check_mark,1,U03U1FNPEUX,To add to what <@U03U1FNPEUX> said you can also use the dev net by running the `./sandbox up dev -v`  command or you can use the test net by running the `./sandbox up test -v`  command. and also remember to use the `-v`  argument in order to get a more descriptive log output to your terminal.,U03UVHCV6KB,Allchannells
335,heart,1,U03V6HMRPGQ,"Now try that using the wallet, and AlgoSigner",U03UUR571A5,Allchannells
336,white_check_mark,1,U03V6HMRPGQ,the wallet part was explained in yesterday's tutorial.,U03UVHCV6KB,Allchannells
337,heart,1,U03V6HMRPGQ,"but here is a very good material, you can find everything you need to know here",U03UVHCV6KB,Allchannells
338,white_check_mark,1,U03UVHCV6KB,I will do thank you :pray: ,U03V6HMRPGQ,Allchannells
339,face_palm,3,"U03UD68RQH3,U03U1FNPEUX,U03UG0YHAUT",when ever I do `./sandbox up testnet` my laptop goes:,U03UD68RQH3,Allchannells
340,face_palm::skin-tone-4,1,U03UG4Q7V42,when ever I do `./sandbox up testnet` my laptop goes:,U03UD68RQH3,Allchannells
341,white_check_mark,1,U03UG4Q7V42,yeah just now,U03UFV7HFNF,Allchannells
342,raised_hands,1,U03UD68RQH3,"of course, my pc has its peace once I started using purestake",U03UJGP0C68,Allchannells
343,1,1,U03UJGP0C68,No it is not required to use smart contracts but it would be great if you could have smart contract implementation. Try to use a distributed system if you want to go for DB instead of using a non-distributed system which could be a single-point of failure and you should be able to show how secure it is because NFT management needs to be very secure. Think of other ways that you can share the asset-id to the respective trainee that can be secure and wouldn't use much of web2 tech.,U03UKL27B0R,Allchannells
344,raised_hands,1,U03TT5KEYCF,<!channel> join us for the last standup of the week and the month. <https://meet.google.com/ysb-kjdn-hpp>,U03TEPYRM2P,Allchannells
345,white_check_mark,1,U03UVHCV6KB,You can just deploy your front-end &amp; back-end part on netlify or heroku and submit that link.,U03U9DB7REG,Allchannells
346,white_check_mark,1,U03UVHCV6KB,"update: solved

ok. so for this particular error, the issue is that i was using the wrong purestake address. it should have been ""<https://testnet-algorand.api.purestake.io/ps2>"" with ps2 instead of ps1 at the end. (line 38 :face_with_head_bandage:)",U03UD5B7C3X,Allchannells
347,raised_hands,1,U03UVHCV6KB,"update: solved

ok. so for this particular error, the issue is that i was using the wrong purestake address. it should have been ""<https://testnet-algorand.api.purestake.io/ps2>"" with ps2 instead of ps1 at the end. (line 38 :face_with_head_bandage:)",U03UD5B7C3X,Allchannells
348,white_check_mark,3,"U03UUR571A5,U03U9EJR362,U03U1HAG9TR",Good morning everyone. Welcome to week 7 of 10 Academy Batch 6 Intensive Training.,U03TEPYRM2P,Allchannells
349,raised_hands,1,U03UG5VFN03,Good morning everyone. Welcome to week 7 of 10 Academy Batch 6 Intensive Training.,U03TEPYRM2P,Allchannells
350,joy,6,"U03UJGP0C68,U03UG32J3PC,U03V785NLSU,U03UH397319,U03UFV7HFNF,U03UG4Q7V42",<@U03U93GNNVB> I believe that 10 Academy ow us 4 jokes for saying (students ) 4 times :joy:,U03V6HMRPGQ,Allchannells
351,sob,1,U03TT5KEYCF,<@U03U93GNNVB> I believe that 10 Academy ow us 4 jokes for saying (students ) 4 times :joy:,U03V6HMRPGQ,Allchannells
352,joy,1,U03V6HMRPGQ,"it's fixed, but we still have to pay",U03U93GNNVB,Allchannells
353,white_check_mark,1,U03V6HMRPGQ,point it out so that we can fix it,U03U93GNNVB,Allchannells
354,white_check_mark,1,U03V6HMRPGQ,4 instances already fixed,U03U93GNNVB,Allchannells
355,pray,3,"U03U1HAG9TR,U03UJKJGRAQ,U03UG32J3PC",<https://forms.gle/ggTVsHfanfKTYJYa7>,U03UJGP0C68,Allchannells
356,1,1,U03U9DB7REG,<@U03U9DB7REG> I also resubmitted with a new public key because I changed OS since the last one.,U03UJKJGRAQ,Allchannells
357,1,1,U03U9DB7REG,<@U03U9DB7REG> I did the same too,U03U1FNPEUX,Allchannells
358,raised_hands,7,"U03UFV7HFNF,U03UJGP0C68,U03V6HMRPGQ,U03UG1Z21JP,U03UVHCV6KB,U03UJN29Y4C,U03V61VGQG0","10 Academy Team
4:34 PM

<@U03UG5VFN03> So the final product is going to be a web page that presents some sentence to users and your page should allow users to record/upload audio format of the sentence(you might deploy it if you want). And your application should communicate with your kafka cluster. Then apply spark to transform and load your audio data from the kafka cluster.

From: G-meet chat 10 Academy Team response to Genet's question
it might help you to get the larger picture of this week's project",U03UD68RQH3,Allchannells
359,raised_hands::skin-tone-3,1,U03U9EJR362,"10 Academy Team
4:34 PM

<@U03UG5VFN03> So the final product is going to be a web page that presents some sentence to users and your page should allow users to record/upload audio format of the sentence(you might deploy it if you want). And your application should communicate with your kafka cluster. Then apply spark to transform and load your audio data from the kafka cluster.

From: G-meet chat 10 Academy Team response to Genet's question
it might help you to get the larger picture of this week's project",U03UD68RQH3,Allchannells
360,1,1,U03V785NLSU,I think so...I'm having the same error here,U03UJGP0C68,Allchannells
361,white_check_mark,1,U03UVHCV6KB,is nano a text editor ?,U03V6HMRPGQ,Allchannells
362,white_check_mark,1,U03V6HMRPGQ,"yes, I think nano is a text editor. just like gedit.",U03UJKJGRAQ,Allchannells
363,white_check_mark,1,U03UG1Z21JP,It's the same I think. If the folder was created in the home dir.,U03U1FNPEUX,Allchannells
364,raised_hands,1,U03UJGP0C68,got it,U03UG1Z21JP,Allchannells
365,white_check_mark,3,"U03U1HAG9TR,U03V5Q9N516,U03UD4FEDHB",I am restarting the all aws machines,U03UUN8M4RX,Allchannells
366,raised_hands,1,U03UG5VFN03,I am restarting the all aws machines,U03UUN8M4RX,Allchannells
367,white_check_mark,8,"U03UUR571A5,U03U1HAG9TR,U03UG1Z21JP,U03U9EJR362,U03V5Q9N516,U03UD4FEDHB,U03UVHCV6KB,U03UH397319",USE THIS THREAD to report if you are unable to login or something not working (after about 5-10mins),U03UUN8M4RX,Allchannells
368,white_check_mark,3,"U03UUR571A5,U03UG32J3PC,U03U1FNPEUX",delete the known_hosts file,U03UJGP0C68,Allchannells
369,raised_hands,1,U03UJGP0C68,Yeah its working now.:+1:,U03UUR571A5,Allchannells
370,raised_hands,1,U03UJGP0C68,Thanks <@U03UJGP0C68>,U03UG32J3PC,Allchannells
371,raised_hands,2,"U03UD68RQH3,U03V785NLSU","<@U03UKL27B0R>, many of us in group 5, have lost the private key because we were updating/changing the os. is it possible to reconfigure the instances given for us. because we are getting permission denied error while trying to connect with the new private key.",U03UJGRN5E0,Allchannells
372,white_check_mark,2,"U03UVHCV6KB,U03UH397319",Sure we can discuss about it on the standup in few minutes.,U03U9DB7REG,Allchannells
373,pray,1,U03UJN29Y4C,Then copy and modify the code that's been provided ,U03U1FNPEUX,Allchannells
374,raised_hands,1,U03UVHCV6KB,<@U03UD68RQH3> if you have changed the permission of the .ssh folder and your config file this should work. But if its not working then it might mean that your public key is not updated. Will check and get back to you.,U03U9DB7REG,Allchannells
375,white_check_mark,1,U03UVHCV6KB,"Alright, let me get back to you on that.",U03U9DB7REG,Allchannells
376,heavy_check_mark,1,U03U9DB7REG,"If there is no issue with the one you're using now, then no need to generate a new one.. That error means they did not grant permission",U03UH397319,Allchannells
377,white_check_mark,1,U03UG32J3PC,just to start the docker service,U03UUR571A5,Allchannells
378,white_check_mark,1,U03UVHCV6KB,Okay. Let me check from our side.,U03U9DB7REG,Allchannells
379,pray,1,U03UH397319,sure!,U03TEPYRM2P,Allchannells
380,eyes,1,U03UVHCV6KB,change write permission to the logs folder mayb,U03U1FNPEUX,Allchannells
381,eyes,1,U03UVHCV6KB,"the process doesnt have a write right to the logs folder, according to the error",U03U1FNPEUX,Allchannells
382,pray,2,"U03U1FNPEUX,U03UVHCV6KB","```version: '3'

services:

  zookeeper:
    image: confluentinc/cp-zookeeper:latest
    environment:
      ZOOKEEPER_CLIENT_PORT: 2181
      ZOOKEEPER_TICK_TIME: 2000

  broker:
    image: confluentinc/cp-kafka:latest
    depends_on:
      - zookeeper
    environment:
      KAFKA_BROKER_ID: 1
      KAFKA_ZOOKEEPER_CONNECT: zookeeper:2181
      KAFKA_ADVERTISED_LISTENERS: <PLAINTEXT://broker:9092>
      KAFKA_OFFSETS_TOPIC_REPLICATION_FACTOR: 1```",U03UUR571A5,Allchannells
383,raised_hands,1,U03UVHCV6KB,"```version: '3'

services:

  zookeeper:
    image: confluentinc/cp-zookeeper:latest
    environment:
      ZOOKEEPER_CLIENT_PORT: 2181
      ZOOKEEPER_TICK_TIME: 2000

  broker:
    image: confluentinc/cp-kafka:latest
    depends_on:
      - zookeeper
    environment:
      KAFKA_BROKER_ID: 1
      KAFKA_ZOOKEEPER_CONNECT: zookeeper:2181
      KAFKA_ADVERTISED_LISTENERS: <PLAINTEXT://broker:9092>
      KAFKA_OFFSETS_TOPIC_REPLICATION_FACTOR: 1```",U03UUR571A5,Allchannells
384,white_check_mark,1,U03UVHCV6KB,You can use this,U03UUR571A5,Allchannells
385,raised_hands::skin-tone-4,1,U03UG4Q7V42,Ohh okay thanks <@U03UG4Q7V42> and <@U03UVHCV6KB>,U03U1FNPEUX,Allchannells
386,raised_hands,1,U03UVHCV6KB,Ohh okay thanks <@U03UG4Q7V42> and <@U03UVHCV6KB>,U03U1FNPEUX,Allchannells
387,1,3,"U03U1HAG9TR,U03U1FNPEUX,U03UG1Z21JP",A tutor has been assigned to each group. We will have a meeting with each group later and resolve the issue.,U03UKL27B0R,Allchannells
388,raised_hands,3,"U03UVHCV6KB,U03V6HMRPGQ,U03V61VGQG0",":speaker::speaker::speaker::speaker:
*QUICK NOTICE* 
<!channel>
Today’s second technical tutorial has been postponed by an hour. Therefore, the class will duly commence at 2pm UTC. 

We are sorry for the short notice. See you at 2pm. ",U03TEPYRM2P,Allchannells
389,raised_hands,4,"U03UFV7HFNF,U03UD5B7C3X,U03UVHCV6KB,U03U1FNPEUX","If people are struggling, we can have a call to solve your issues",U03UUN8M4RX,Allchannells
390,raised_hands::skin-tone-3,1,U03U9EJR362,"If people are struggling, we can have a call to solve your issues",U03UUN8M4RX,Allchannells
391,raised_hands,1,U03UJKJGRAQ,"Thank you, that works",U03UJN29Y4C,Allchannells
392,raised_hands,1,U03UVHCV6KB,Use the same username and $n as pass,U03U1FNPEUX,Allchannells
393,eyes,1,U03UG1Z21JP,"Are we going to have to install everything starting from programing environments to airflow, kafka, dbs . . . on the AWS instances?",U03UVHCV6KB,Allchannells
394,grin,2,"U03UJGP0C68,U03UD68RQH3",`cd` and `ls -lra`iare going to be your friend brother,U03UVHCV6KB,Allchannells
395,white_check_mark,1,U03UVHCV6KB,<@U03UVHCV6KB> Location of the notebooks,U03UUR571A5,Allchannells
396,1,1,U03UUR571A5,thanks <@U03UUR571A5>,U03UD68RQH3,Allchannells
397,eyes,1,U03UD68RQH3,nope i think you can connect to a jupyter server from vscode,U03UJGP0C68,Allchannells
398,white_check_mark,2,"U03UJGP0C68,U03UD68RQH3",I think after installing the python extension it would work?,U03UUR571A5,Allchannells
399,rolling_on_the_floor_laughing,3,"U03UJGP0C68,U03UVHCV6KB,U03UD68RQH3","<@U03UJGP0C68> I am having DataScience error :grin::joy::rolling_on_the_floor_laughing:
`DataScience Error [Error: Failed to install the Python Extension.`",U03UUR571A5,Allchannells
400,rolling_on_the_floor_laughing,2,"U03UUR571A5,U03UJN29Y4C",i'm going to shutdown :exploding_head:....there is a sleep outage,U03UJGP0C68,Allchannells
401,1,2,"U03UJGP0C68,U03UVHCV6KB",let me know If u figure it out.... now it is 6%,U03UD68RQH3,Allchannells
402,1,1,U03UD68RQH3,<@U03UUR571A5> <@U03UD68RQH3> I chose install kernel and it's now working for me,U03UJGP0C68,Allchannells
403,rolling_on_the_floor_laughing,1,U03UJGP0C68,my vscode tozalech man.,U03UUR571A5,Allchannells
404,joy,2,"U03UJGP0C68,U03UD68RQH3",my vscode tozalech man.,U03UUR571A5,Allchannells
405,white_check_mark,1,U03UVHCV6KB,Anyone successfully created topics on kafka?,U03V785NLSU,Allchannells
406,white_check_mark,1,U03UVHCV6KB,you will provide a text for the user and the user should record his voice reading the text in the Amharic language.,U03V6HMRPGQ,Allchannells
407,1,5,"U03UG1Z21JP,U03U1HAG9TR,U03V785NLSU,U03U1FNPEUX,U03V61VGQG0",I have increased all instances memory,U03UUN8M4RX,Allchannells
408,+1::skin-tone-3,1,U03U9EJR362,I have increased all instances memory,U03UUN8M4RX,Allchannells
409,white_check_mark,6,"U03UJN29Y4C,U03V61VGQG0,U03UJGP0C68,U03UG0YHAUT,U03UH397319,U03UVHCV6KB","<!channel> the msk (kafka cluster) is ready
Two brokers are available and your bootstrap servers are
`<http://b-1.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092,b-2.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092|b-1.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092,b-2.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092>`

You can create a connection to this cluster within your allocated EC2 instance. When you create a topic *make sure to append your group name to that topic* so different groups' works don't collide.

Example topic:
      g1-topicName

Use this thread if you're facing any issues connecting with the cluster.",U03V8LHPDME,Allchannells
410,raised_hands,1,U03UVHCV6KB,There are others who have already installed so you go ahead and install.,U03U9DB7REG,Allchannells
411,white_check_mark,1,U03U1HAG9TR,"Group 3 jupyter hub is now working, it should work for everyone",U03UUN8M4RX,Allchannells
412,raised_hands,1,U03UVHCV6KB,Same here for g2,U03UUR571A5,Allchannells
413,white_check_mark,1,U03UVHCV6KB,no it worked I was writing the command wrong,U03V6HMRPGQ,Allchannells
414,white_check_mark,1,U03UVHCV6KB,Thank you <@U03UVHCV6KB>,U03V6HMRPGQ,Allchannells
415,white_check_mark,7,"U03UVHCV6KB,U03UFV7HFNF,U03UUR571A5,U03V61VGQG0,U03U9EJR362,U03V6HMRPGQ,U03UH397319",*All group machines should now be working as expected including Jupyterhub. Let me know if it is not*,U03UUN8M4RX,Allchannells
416,white_check_mark,4,"U03UVHCV6KB,U03UUR571A5,U03UJN29Y4C,U03UG4Q7V42","**** Those who have root access, please don’t reboot machines for any reason. Let me know if you require rebooting *****",U03UUN8M4RX,Allchannells
417,white_check_mark,1,U03UVHCV6KB,"and I think u missed 'b'
```<http://b-1.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092|b-1.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092>
not
<http://1.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092|1.batch6w7.6qsgnf.c19.kafka.us-east-1.amazonaws.com:9092>```",U03UUR571A5,Allchannells
418,white_check_mark,1,U03UUR571A5,thank you :pray: it is working now,U03UJGRN5E0,Allchannells
419,rolling_on_the_floor_laughing,1,U03UUR571A5,I should buy eye-glass for it :joy:,U03UJGRN5E0,Allchannells
420,raised_hands,2,"U03UG32J3PC,U03UJKJGRAQ",You can create the environment in the home directory where all members can access it,U03UUR571A5,Allchannells
421,white_check_mark,1,U03UVHCV6KB,Yes it can be the type of environment we create for our python modules when starting a new project,U03UUR571A5,Allchannells
422,1,7,"U03UG1Z21JP,U03UD5B7C3X,U03U1HAG9TR,U03UUR571A5,U03UH397319,U03UVHCV6KB,U03UJH1EQQL",The spark connection notebook used in today's tutorial by Natanan has been added to the week's folder. You can access it using this link: <https://drive.google.com/file/d/17vXp80po5d0TtDhQeVdPyB7XEgh3ptGv/view?usp=sharing>,U03UP7V9Q57,Allchannells
423,raised_hands,1,U03UUR571A5,Thanks <@U03UUR571A5> for solving this,U03UVHCV6KB,Allchannells
424,white_check_mark,1,U03U1FNPEUX,thank you <@U03U1FNPEUX>,U03UG1Z21JP,Allchannells
425,raised_hands,1,U03UUR571A5,Changing the kernel has worked for me. Mine was caused by python version mismatch between the spark and the jupyter environment.,U03V61VGQG0,Allchannells
426,white_check_mark,1,U03UVHCV6KB,"You have to install kafka in the airflow container
Either by adding it as additional requirement
`_PIP_ADDITIONAL_REQUIREMENTS: ${_PIP_ADDITIONAL_REQUIREMENTS:- kafka-python}`
Or
docker exec to airflow container and install it manually",U03UUR571A5,Allchannells
427,raised_hands,1,U03UUR571A5,<@U03UUR571A5> thanks,U03UH397319,Allchannells
